,baseMean,log2FoldChange,pvalue,padj
FBgn0013771,11.246796495201359,-2.3917861649494507,0.07253691247898127,0.8625172805091849
FBgn0034005,5.8151340956344955,2.5471639539665056,0.39408671316927,0.8625172805091849
FBgn0034013,28.370141975046575,-2.3099693072823606,0.15531038914255751,0.8625172805091849
FBgn0085217,3.4448364019069326,-2.979965470821347,0.3739009663000589,0.8625172805091849
FBgn0034030,5.107778644844878,-2.661521586953195,0.07940184576027633,0.8625172805091849
FBgn0034031,19.26522277614128,-2.2458657837732425,0.02962747793725511,0.8625172805091849
FBgn0050090,3.3489154955242797,-2.0098888618648076,0.07550367046723262,0.8625172805091849
FBgn0053462,3.276272429153091,2.441723051526749,0.04484492370479231,0.8625172805091849
FBgn0034085,6.828435852516988,-3.4095655696373055,0.13386831633465485,0.8625172805091849
FBgn0261612,4.499975704081687,-2.819348195895876,0.1309223771888012,0.8625172805091849
FBgn0034106,22.291522913995404,-2.111207364064806,0.04072921276881007,0.8625172805091849
FBgn0264273,106.63139584547736,-2.132754452134428,0.2268387598222793,0.8625172805091849
FBgn0034157,12.245862459791319,-2.047507620058508,0.2689627321241871,0.8625172805091849
FBgn0034175,15.572125302714598,-3.7049684191868133,0.0277741746843404,0.8625172805091849
FBgn0034278,3.295527354427025,-2.054150766404551,0.20365615282656696,0.8625172805091849
FBgn0262476,4.327724307985845,2.80336150628214,0.39189285521311734,0.8625172805091849
FBgn0034387,13.968602819105966,-2.2476280559768433,0.3602152311473404,0.8625172805091849
FBgn0265661,4.916528392732153,2.0285850624720245,0.18048717660368122,0.8625172805091849
FBgn0034417,6.975425993994215,-2.538580556813625,0.15361147853044066,0.8625172805091849
FBgn0264753,29.470305969756055,2.0859504390403867,0.4427912005112933,0.8625172805091849
FBgn0261581,8.138045536335827,-3.2917234949695118,0.15925208956543171,0.8625172805091849
FBgn0034499,4.5609695891331015,-2.10722706491432,0.35866950554188065,0.8625172805091849
FBgn0034520,3.4639920446724886,-2.986954067185585,0.23329536816685661,0.8625172805091849
FBgn0050147,40.7391555749168,-2.072556306094227,0.009762709112269244,0.8625172805091849
FBgn0034541,5.033245633535719,2.0722976669698774,0.3080854668066327,0.8625172805091849
FBgn0015721,74.6959162428749,-2.0093905041059297,0.2966333363009601,0.8625172805091849
FBgn0027073,4.808884273455203,-3.4084086929907467,0.13730692194659092,0.8625172805091849
FBgn0034636,5.55022582818611,-2.4234289881053046,0.37827111323911905,0.8625172805091849
FBgn0046297,8.521713208178808,-2.3737278281258045,0.17507590674766918,0.8625172805091849
FBgn0034709,5.397577138456626,-2.097552415986707,0.39840388633519386,0.8625172805091849
FBgn0034755,6.663151261814035,-2.7032692212646703,0.03433410777014996,0.8625172805091849
FBgn0260768,6.26781735390493,2.658799241585844,0.09059479297349303,0.8625172805091849
FBgn0004896,6.222799771716769,-2.46997094950841,0.0037658916765345497,0.8011589854252893
FBgn0041236,10.882283304750544,-2.2533683128073014,0.2121366860063168,0.8625172805091849
FBgn0085400,57.252698721101986,-2.441269698296559,0.16939665550304572,0.8625172805091849
FBgn0263084,11.192784853861113,-2.022637445954285,0.012822353853326363,0.8625172805091849
FBgn0046253,37.4445877657605,-2.3143596109862297,0.16311609546040207,0.8625172805091849
FBgn0041233,13.251526664318822,-2.353568050179116,0.017899509583360614,0.8625172805091849
FBgn0034911,3.0439948741646465,2.825376517261274,0.3362704877505703,0.8625172805091849
FBgn0034950,18.490995499374545,-5.247243627776967,0.13105575269475417,0.8625172805091849
FBgn0034972,11.382068455532703,-2.141018126874504,0.024318416909100447,0.8625172805091849
FBgn0035091,36.58113153441154,-2.392853359404729,0.1317620695106895,0.8625172805091849
FBgn0004919,7.862811721935759,-2.0609882565481255,0.20098556312528967,0.8625172805091849
FBgn0265966,10.155085440572796,-2.4622069316754542,0.1236863384375297,0.8625172805091849
FBgn0025391,5.53610359303094,-2.435050208661703,0.3344982952249557,0.8625172805091849
FBgn0025631,31.006649191578692,-2.3197979980136396,0.20866645000157352,0.8625172805091849
FBgn0085362,3.7200001858316534,2.6107018703955545,0.3081567944965567,0.8625172805091849
FBgn0000092,3.5694620102650596,3.0248380803822115,0.16838812175668072,0.8625172805091849
FBgn0029647,4.0758006148469805,-2.4134731840156145,0.38257357931975944,0.8625172805091849
FBgn0029649,17.75004964965742,-5.1898284837686255,0.3494650492711759,0.8625172805091849
FBgn0010294,3.9540028154571334,-3.155102470080072,0.3739009663000589,0.8625172805091849
FBgn0264954,3.4915714728745937,-2.99695684413617,0.11586842820162523,0.8625172805091849
FBgn0028491,1403.5863066777129,-2.3687933042185603,0.2160054209085092,0.8625172805091849
FBgn0267037,6.970800447969857,2.332729218725222,0.07204920072049063,0.8625172805091849
FBgn0052774,6.3029556461405365,-3.7661616830681464,0.13214515354984846,0.8625172805091849
FBgn0263511,7.531064552784809,-2.1720794120847575,0.17933234046184407,0.8625172805091849
FBgn0029804,33.61224439166842,-3.1470296976128327,0.14509822795693206,0.8625172805091849
FBgn0029863,6.507711729189979,-2.4036091065299208,0.07859102051149422,0.8625172805091849
FBgn0086693,4.309636990618818,-2.1115409393619387,0.014309634744884482,0.8625172805091849
FBgn0004198,122.71028746917898,-3.7439648916414403,0.28784003493480637,0.8625172805091849
FBgn0029962,28.15078647079153,-2.6758546291961496,0.19726116145583053,0.8625172805091849
FBgn0259188,3.33462345532546,-2.939084917804946,0.17749598570301922,0.8625172805091849
FBgn0030102,6.1049437914398865,-3.7235462840828557,0.23439725409480014,0.8625172805091849
FBgn0030108,3.9563871419503474,-2.372587554684496,0.0753641624385827,0.8625172805091849
FBgn0000233,19.858218199328398,-2.336719896065546,0.4311464085538506,0.8625172805091849
FBgn0040942,137.4383706264151,-2.5169833041227205,0.13377783775865396,0.8625172805091849
FBgn0040850,4.292469624657526,-2.833632059341685,0.026987570423936263,0.8625172805091849
FBgn0259241,21.72892070545841,-2.83949542338725,0.12487972752147233,0.8625172805091849
FBgn0030358,6.260504457807127,-3.7571309020730177,0.373900966300059,0.8625172805091849
FBgn0052657,6.347266004858014,-2.1059215978957986,0.2595516578579327,0.8625172805091849
FBgn0030375,7.479243033092587,-2.610078234696601,0.23672775604052287,0.8625172805091849
FBgn0030376,4.327516459796612,-2.367038846980821,0.33150120270792316,0.8625172805091849
FBgn0030394,3.5992964037551256,-2.2429188132429028,0.3474706998659418,0.8625172805091849
FBgn0086675,7.212591149300722,-2.2361342155487907,0.23848982007761244,0.8625172805091849
FBgn0261085,7.342803142976955,-2.3286941511352395,0.0035628846636646012,0.7920498790003028
FBgn0265416,4.336105680463102,-2.0492686653080456,0.35112328539056276,0.8625172805091849
FBgn0030508,8.64732798826343,-2.0440115831844987,0.011072387742507473,0.8625172805091849
FBgn0030525,7.692018373914384,-2.3655207711823736,0.06462029107384032,0.8625172805091849
FBgn0015774,24.783625357182462,-2.4135112483768064,0.002882180168539367,0.7808306439934569
FBgn0003132,12.249114048118377,-2.7728370000157914,0.012199597309505126,0.8625172805091849
FBgn0265596,8.858993391818437,-2.4334386210979635,0.16496850339659191,0.8625172805091849
FBgn0030715,10.168603687959672,-2.2320451784687925,0.43422552968107253,0.8625172805091849
FBgn0030716,108.62277663215407,-2.205228656091166,0.02427279105612333,0.8625172805091849
FBgn0030725,5.3073409804197755,-3.53787774496163,0.07205723870321597,0.8625172805091849
FBgn0030836,4.100995716555873,-3.2019461133186895,0.3739009663000589,0.8625172805091849
FBgn0030859,82.93293543730022,-2.3386887428842327,0.030642397261130452,0.8625172805091849
FBgn0283471,6.986391107714026,-2.509029899185939,0.0479407275252241,0.8625172805091849
FBgn0030926,11.263401451686123,-2.224150681602564,0.010199516380424498,0.8625172805091849
FBgn0047095,3.365864391820413,2.0919525495861184,0.0773557344851031,0.8625172805091849
FBgn0030993,5.9599599271980095,-3.6915252155365343,0.07882139024232032,0.8625172805091849
FBgn0031012,3.95833030423275,-2.6698865049617395,0.21705341104244444,0.8625172805091849
FBgn0031031,15.850675737504337,-2.384179811636487,0.14231112623755493,0.8625172805091849
FBgn0031055,9.170268389065784,-2.134373538901378,0.025446873435257835,0.8625172805091849
FBgn0031081,6.288805250029401,-3.763157699430135,0.1949394957293907,0.8625172805091849
FBgn0260871,10.56468394625836,-2.1672044955097336,0.19708479136056248,0.8625172805091849
FBgn0031100,27.21815166138886,-2.840989571925019,0.11316491512000475,0.8625172805091849
FBgn0052506,13.062668759115676,-3.7815867765681803,0.015203626134218703,0.8625172805091849
FBgn0085387,56.51299940467985,2.7141543244349897,0.08390175391457881,0.8625172805091849
FBgn0024251,5.1697022701490605,-2.6523595013907784,0.08645512871990882,0.8625172805091849
FBgn0044872,7.621920998961212,-2.2463766949567803,0.1261470396253455,0.8625172805091849
FBgn0265074,3.3119828215476415,-2.930541617851247,0.17356130869065672,0.8625172805091849
FBgn0031240,8.287866570070385,-2.856816612664994,0.15222058454097867,0.8625172805091849
FBgn0010323,10.260785485924538,-2.517610106507782,0.033487397058461155,0.8625172805091849
FBgn0284247,24.471396498193595,-2.2612898486571265,0.03283473344621602,0.8625172805091849
FBgn0031375,4.66864384249599,2.5329381018822885,0.4096756122344484,0.8625172805091849
FBgn0004242,8.017325914327442,-2.700135702770885,0.10284487283045636,0.8625172805091849
FBgn0031465,4.136399395262935,-3.21300485037077,0.13023346760732393,0.8625172805091849
FBgn0031468,37.65833592343557,5.501073388213531,0.34722111395224947,0.8625172805091849
FBgn0031512,7.285049917175311,-2.8686080995245806,0.052818133958761206,0.8625172805091849
FBgn0031515,4.007774320679452,-3.1724152895592455,0.23406995747402393,0.8625172805091849
FBgn0031516,31.272261089850485,-3.0228685302761287,0.04461141722576294,0.8625172805091849
FBgn0031517,3.831703886479829,-3.1149346242693197,0.15331581576774972,0.8625172805091849
FBgn0031526,6.086584559618835,2.122161976129892,0.08509060594101975,0.8625172805091849
FBgn0031530,3.3431136929921426,-2.942275657090206,0.2736085032653882,0.8625172805091849
FBgn0014396,8.466545208660646,-3.0559681939267827,0.027367611917122482,0.8625172805091849
FBgn0031550,14.66334904650784,-3.3869123640058647,0.11121983167660389,0.8625172805091849
FBgn0014033,12.730533761058885,-4.277367377820199,0.3452723734208909,0.8625172805091849
FBgn0011603,10.178361047404115,-2.005618417953887,0.12414286705896431,0.8625172805091849
FBgn0085380,4.980146481946534,-2.5639578768748077,0.36199598735255867,0.8625172805091849
FBgn0083960,5.001983854288654,-2.9623574048887837,0.08719187694120062,0.8625172805091849
FBgn0031689,8.007751284690881,-2.0899433001970404,0.23936387850716337,0.8625172805091849
FBgn0031693,7.165456361020428,-2.1050478836644158,0.09658507761773583,0.8625172805091849
FBgn0001089,5.359752904610098,2.43325422900901,0.39601919537193425,0.8625172805091849
FBgn0031762,5.125186785790062,-2.730255367600517,0.11479626771324397,0.8625172805091849
FBgn0051642,57.02027913058871,-2.643454488066308,0.2688801095703884,0.8625172805091849
FBgn0011722,11.633620676157298,-2.0969253217473045,0.1510219480950348,0.8625172805091849
FBgn0031816,50.60893678302795,-2.8373263846713366,0.09210874888195528,0.8625172805091849
FBgn0025595,8.516057753369514,2.4311011090197403,0.07437160148917671,0.8625172805091849
FBgn0031854,6.20752516800422,3.3007176001934155,0.3858709525540588,0.8625172805091849
FBgn0015777,71.41166909885396,-2.738310231963495,0.05840190859464446,0.8625172805091849
FBgn0031913,4.602414711857547,-2.8719113845725968,0.39136188736223093,0.8625172805091849
FBgn0031926,4.324098983757688,-2.494949381957284,0.40858218094213933,0.8625172805091849
FBgn0031955,3.8120912979238546,-2.2275845341181433,0.35681101959419365,0.8625172805091849
FBgn0051606,232.81711318166717,-3.842831073607726,0.1761905176551278,0.8625172805091849
FBgn0032094,5.161421073853684,-2.0576575541075406,0.27327252228958726,0.8625172805091849
FBgn0000640,4.138563487323439,-3.2136780875534727,0.18487645492882404,0.8625172805091849
FBgn0032209,17.722605211199326,-2.233761427974044,0.19134995441609864,0.8625172805091849
FBgn0032253,4.485732335183331,-3.3178054321536954,0.04466038343585189,0.8625172805091849
FBgn0032264,3.402545401825511,2.102301582086166,0.1509042880245852,0.8625172805091849
FBgn0051721,18.823920550524896,-3.195554297616995,0.041150400141984844,0.8625172805091849
FBgn0032276,5.1315572328829955,-2.7319809162882334,0.1718584941222378,0.8625172805091849
FBgn0032311,5.698023631119426,-2.4767896453041653,0.2906219795725756,0.8625172805091849
FBgn0015400,28.49238229695074,-2.7362544665011748,0.2698784378551767,0.8625172805091849
FBgn0051760,13.59953134287173,-2.0148646145388738,0.08324651781080325,0.8625172805091849
FBgn0051862,3.7166273373316208,-2.154648278857953,0.4257418002451357,0.8625172805091849
FBgn0085424,37.63950089856708,2.6113487958313546,0.20660048835310205,0.8625172805091849
FBgn0040510,4.204686156135151,2.773555987960068,0.2638166628289975,0.8625172805091849
FBgn0028410,3.946189640323864,-3.152569483974443,0.11901464556221909,0.8625172805091849
FBgn0032484,7.71602394043083,-2.035967548943964,0.2994319743684147,0.8625172805091849
FBgn0032522,3.4056905028356894,2.1081092015916574,0.05862620857536118,0.8625172805091849
FBgn0267243,3.4781313654119366,-2.992090917473606,0.0003539484459378854,0.5474410242951804
FBgn0266308,4.149272498563677,-2.7327828347652816,0.13086312927489055,0.8625172805091849
FBgn0028949,3.854344520257648,-3.1224555595710455,0.373900966300059,0.8625172805091849
FBgn0013433,22.295866826254912,-3.386557957311771,0.3591800354239267,0.8625172805091849
FBgn0040262,6.361960309334198,-2.317624121820771,0.059138413868332566,0.8625172805091849
FBgn0032614,9.782716630220737,-3.5527842248574486,0.19834552120544657,0.8625172805091849
FBgn0032660,6.819873152407585,-3.386465145155879,0.09004148120604054,0.8625172805091849
FBgn0032706,35.208461412183034,-2.280051808431966,0.3703153881463476,0.8625172805091849
FBgn0045852,4.312298551322051,2.103591470374977,0.34375805249554325,0.8625172805091849
FBgn0032719,4.20089605225628,-2.7268813065267676,0.3675346404452383,0.8625172805091849
FBgn0015380,149.93264965363332,-2.427760010939679,0.17035429465073126,0.8625172805091849
FBgn0032770,19.676499231106998,-2.9243103607220107,0.15728014713353045,0.8625172805091849
FBgn0032780,5.735966479226984,2.8319809500661397,0.24798629162662902,0.8625172805091849
FBgn0032809,6.330919930970187,-2.362639705303206,0.014078195307311591,0.8625172805091849
FBgn0032850,60.61314422735117,-2.7408297399222583,0.0020383034065560046,0.7344751675069051
FBgn0067312,3.5705651401621687,2.176155260143154,0.03425718366334202,0.8625172805091849
FBgn0032908,4.519005147944958,-3.327401425856508,0.3254212467590408,0.8625172805091849
FBgn0026255,5.4565311996940835,-3.5744724182906724,2.7621388556054416e-05,0.2693914025871987
FBgn0032981,3.4517496381422816,-2.5453283869315437,0.3261530912840262,0.8625172805091849
FBgn0264793,14.360550067664903,2.750726516589532,0.2587923954974869,0.8625172805091849
FBgn0266616,6.043260765979698,2.335563022368127,0.0487280971979075,0.8625172805091849
